id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available near to that asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the areas the asset gets support from government agencies (not for customers)?,Where does the waste water generated from that asset goes to?,What are the other mechanism used to collect the waste water ?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,The Overhead water tank is made up of which Material?,Are there any leakages on the tank structure?,What is the storage capacity of the tank?,How many pipes have been connected to the tank?,How many valves are visible to the pipes connected to the tank?,Are there any devices connected to see the water level?,What is the frequency of technical maintenance or safety audit ?
4493,2019-05-10 12:28:08,Water,Over Head Tanks,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Hija,27.59941,93.83154,Approved,https://smartvillage.imagetrekk.com/storage/images/IbankTHuN9aUcRrCqC6bJWJs9yMdP9V8n9YJ0gbp.jpeg?asset_id=4493,nenchaya water tank,Pakka Road,2G Reliable,"[""Airtel "",""Vodafone ""]","[""Airtel "",""Vodafone ""]","[""Airtel "",""Vodafone ""]","[""Airtel "",""Vodafone ""]","[""Airtel "",""Vodafone ""]","[""Airtel "",""Vodafone ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]","[""None""]",Mixes with the near by Water Bodies,,Yes,4,Concrete,No,20000,2,2,No,Irregular
4747,2019-05-11 17:15:16,Water,Over Head Tanks,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Dutta,27.56756,93.80759,Approved,https://smartvillage.imagetrekk.com/storage/images/ynfnX0xKcFu6v2WyJGuayixKTu53O5vbTWIsDGIy.jpeg?asset_id=4747,upper koj water tank 1,Pakka Road,2G Reliable,"[""Airtel "",""Vodafone ""]","[""Airtel "",""Vodafone ""]","[""Airtel "",""Vodafone ""]","[""Airtel "",""Vodafone ""]","[""Airtel "",""Vodafone ""]","[""Airtel "",""Vodafone ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]","[""None""]",Mixes with the near by Water Bodies,,Yes,4,Concrete,Yes,5000,2,2,No,Irregular
4837,2019-05-11 18:28:29,Water,Over Head Tanks,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.5704,93.83011,Approved,https://smartvillage.imagetrekk.com/storage/images/T5oC6Dut9fdU3eFXTA1dLYj97xam8M6F3DSiJvGP.jpeg?asset_id=4837,The over head water tank no. (1) at Tage village,Pakka Road,3G Unreliable,"[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]","[""Financial Support"",""Technical Support"",""Support via Schemes""]",Mixes with the near by Water Bodies,,No,,Concrete,No,3000,2,2,No,Never
4854,2019-05-12 04:37:48,Water,Over Head Tanks,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58489,93.84428,Approved,https://smartvillage.imagetrekk.com/storage/images/eGCl4PNZRsAoqZ0gTM11EDp5XAHl39G9jYzLEyWl.jpeg?asset_id=4854,Dinkhu water tank,Kacha Road,2G Unreliable,"[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]","[""None""]",Discarded in Open Field,,No,,Concrete,No,5000,2,1,No,Irregular
4866,2019-05-12 05:48:25,Water,Over Head Tanks,ngilyang thaka,Government,Not in Use,Lower Subansiri,Ziro,Lempiya,27.58434,93.8567,Approved,https://smartvillage.imagetrekk.com/storage/images/PmKjCUqelJxaPeN1sLnUrwGvQCEKxZcUbkfUndNZ.jpeg?asset_id=4866,over head tank 1,Kacha Road,2G Reliable,"[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]","[""Others""]",None,,No,,Concrete,Yes,100,1,1,No,Never
5082,2019-05-13 14:21:40,Water,Over Head Tanks,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Dutta,27.61003,93.87145,Approved,https://smartvillage.imagetrekk.com/storage/images/kcvXJBA4gik3HRbu6tpby4M4Wb3WDi1N0TsxdPx1.jpeg?asset_id=5082,dutta tank 3,Pakka Road,2G Reliable,"[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]","[""None""]",Mixes with the near by Water Bodies,,Yes,5,Concrete,No,40000,3,3,No,Irregular
5118,2019-05-13 17:25:45,Water,Over Head Tanks,tage tajung,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.58594,93.87068,Approved,https://smartvillage.imagetrekk.com/storage/images/XWet5Hpe5QhEZ1sppOK6ElQmnBff2XtRcGlocGvF.jpeg?asset_id=5118,Tadu over head tank no. (3) at Tadu village,Kacha Road,3G Unreliable,"[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]","[""Technical Support""]",Mixes with the near by Water Bodies,,Yes,5,Concrete,No,100000,>4,4,No,Irregular
5209,2019-05-13 19:37:31,Water,Over Head Tanks,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59422,93.8466,Approved,https://smartvillage.imagetrekk.com/storage/images/ZK2w7DPCsOMF0VSjeMwRL8AOrqLraBeDYpEqATTa.jpeg?asset_id=5209,water tank kalong,Pakka Road,2G Reliable,"[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]","[""None""]",None,,Yes,>7,Concrete,No,100,2,2,No,Yearly
5570,2019-05-16 04:36:27,Water,Over Head Tanks,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.57038,93.83156,Approved,https://smartvillage.imagetrekk.com/storage/images/rlrCReRSOSBobEzhH9M8AsA65W9vtbxVkRmFtalC.jpeg?asset_id=5570,Over head water tank no. (5) near Govt. School,Kacha Road,3G Unreliable,"[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","[""Vodafone "",""Airtel ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]","[""Technical Support""]",Mixes with the near by Water Bodies,,No,,Concrete,Yes,2000,4,2,No,Never
5697,2019-05-17 08:33:00,Water,Over Head Tanks,nabam banio,Government,In Use,Papumpare,Itanagar,Ganga,27.08962,93.60499,Rejected,https://smartvillage.imagetrekk.com/storage/images/fPlY3lstigS7dkcQLCxFURrkZWBiVbX7JgxXMmrr.jpeg?asset_id=5697,good,Kacha Road,4G+ Reliable,"[""Vodafone "",""Airtel "",""Jio ""]","[""Vodafone "",""Airtel "",""Jio ""]","[""Vodafone "",""Airtel "",""Jio ""]","[""Vodafone "",""Airtel "",""Jio ""]","[""Vodafone "",""Airtel "",""Jio ""]","[""Vodafone "",""Airtel "",""Jio ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]","[""Support via Schemes""]",Mixes with the near by Water Bodies,,No,,Concrete,No,50000,2,3,No,Irregular
5750,2019-05-18 10:04:54,Water,Over Head Tanks,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58029,93.8412,Approved,https://smartvillage.imagetrekk.com/storage/images/E3hjWCxo8myUWkQB4SOAXuM18I7zhfP1kx6iYZRs.jpeg?asset_id=5750,water tank,Kacha Road,2G Unreliable,"[""Vodafone "",""Idea "",""Airtel ""]","[""Vodafone "",""Idea "",""Airtel ""]","[""Vodafone "",""Idea "",""Airtel ""]","[""Vodafone "",""Idea "",""Airtel ""]","[""Vodafone "",""Idea "",""Airtel ""]","[""Vodafone "",""Idea "",""Airtel ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]","[""None""]",Mixes with the near by Water Bodies,,No,,Concrete,No,80,1,3,No,Irregular
6527,2019-05-27 15:01:14,Water,Over Head Tanks,tabey,Government,In Use,Shi-Yomi,Monigong,Karle,28.74098,94.38896,Rejected,https://smartvillage.imagetrekk.com/storage/images/lI7XYQqPJpchtYzLRU2tSoATznWITcwAzcQqVGqf.jpeg?asset_id=6527,constructed by public health engineer department agency,Kacha Road,Nil,,,,,,,"Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]","[""Support via Schemes""]",Discarded in Govt. designated structures,,Yes,2,Iron,Yes,100,3,1,No,Irregular
6566,2019-05-28 01:56:39,Water,Over Head Tanks,tabey,Government,In Use,Shi-Yomi,Monigong,Karle,27.88336,92.37354,Rejected,https://smartvillage.imagetrekk.com/storage/images/6N9v4uw0LhpVD683T08ZuwE7oVElyuNI11eLGw4f.jpeg?asset_id=6566,constructed by public health engineer department agency,Footway,Nil,,,,,,,"Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]","[""None""]",Others,1,Yes,1,Concrete,Yes,1.5,4,1,No,Never
7117,2019-06-06 15:30:21,Water,Over Head Tanks,tabey,Government,Not in Use,Shi-Yomi,Monigong,Karle,28.74485,94.30267,Approved,https://smartvillage.imagetrekk.com/storage/images/3aO9mmYXRCBcNsq0wvb5NSwZfVMbAyuq8dB08uRr.jpeg?asset_id=7117,construction yet to be completed,Kacha Road,2G Unreliable,"[""Other ""]","[""Other ""]","[""Other ""]","[""Other ""]","[""Other ""]","[""Other ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]","[""Support via Schemes""]",Mixes with the near by Water Bodies,,No,,Concrete,No,2500,1,1,No,Never
7260,2019-06-09 11:17:49,Water,Over Head Tanks,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55706,93.84568,Rejected,https://smartvillage.imagetrekk.com/storage/images/G9R1WWlaRXKleJjnoJAJ3ATor3De9FxpmWCVrzut.jpeg?asset_id=7260,water tank,Kacha Road,3G Unreliable,"[""Vodafone "",""Idea "",""Airtel ""]","[""Vodafone "",""Idea "",""Airtel ""]","[""Vodafone "",""Idea "",""Airtel ""]","[""Vodafone "",""Idea "",""Airtel ""]","[""Vodafone "",""Idea "",""Airtel ""]","[""Vodafone "",""Idea "",""Airtel ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Watchman""]","[""None""]",Others,wast,Yes,1,Concrete,No,30000,1,2,No,Yearly
7272,2019-06-09 11:25:26,Water,Over Head Tanks,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55779,93.84788,Rejected,https://smartvillage.imagetrekk.com/storage/images/iHEiufbdHK0xNebpKXQFdu1mOAVl1NeFaPc9JJpx.jpeg?asset_id=7272,bullo water tank,Pakka Road with Block Point,3G Unreliable,"[""Vodafone "",""Airtel "",""Idea ""]","[""Vodafone "",""Airtel "",""Idea ""]","[""Vodafone "",""Airtel "",""Idea ""]","[""Vodafone "",""Airtel "",""Idea ""]","[""Vodafone "",""Airtel "",""Idea ""]","[""Vodafone "",""Airtel "",""Idea ""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]","[""None""]",Mixes with the near by Water Bodies,,Yes,5,Concrete,No,50000,2,2,No,Monthly
